-1.15,31.97,
8.07,6
3.58,-2.967
2.19,0.21
3.69,3.202
2.07,-21.67
11.08,-8.496
-7.5,-4.713
-1.85,-2.614
-3.12,-0.02544
-18.23,-6.261
-27.46,-6.378
-22.15,-8.025
-14.65,-9.32
-10.5,-10.14
-7.15,1.875
-4.62,-8.261
4.38,2.563
2.07,-3.672
-5.77,-10.97
